ID;MM_IN_BANK;MM_W_CARD;AGE;GENDER;EDUCATION_LEVEL;MARITAL_STATUS;DEPENDANT_CNT;INCOME_MAIN_AMT;REG_CODE;COUNT_TRANS
500000003114902605;3;3;41;1;-1;-1;0;;54;2
500000000053807855;36;36;15;1;-1;-1;0;;31;5
500000001846024906;3;3;37;1;-1;-1;0;45000.0;17;11
500000000049431052;61;61;32;2;-1;-1;0;;62;31
500000000139899850;27;21;23;1;5;1;0;87000.0;13;19
500000003277643065;2;2;39;2;5;4;1;;32;1
500000002019833812;9;9;41;2;-1;-1;0;;31;5
500000000295124513;23;4;56;2;-1;-1;0;;79;6
500000001652541849;0;0;39;2;-1;-1;0;60000.0;25;1
500000003925719125;0;0;21;1;-1;-1;0;100000.0;21;4
500000000050033703;31;31;42;1;-1;-1;0;;24;
500000002710816536;151;5;41;2;-1;-1;0;30000.0;62;7
500000000054048245;35;2;23;2;-1;1;0;71000.0;59;2
500000003215034767;3;1;51;2;3;3;0;40000.0;32;2
500000002654137697;5;1;64;2;1;4;0;27000.0;32;
500000000003527449;97;0;31;2;3;1;0;138000.0;64;7
500000000497997149;20;20;37;1;-1;-1;0;;31;12
500000000129404728;29;29;60;2;-1;-1;0;;65;5
500000004531597073;102;0;27;1;1;1;0;11500.0;66;1
500000000320173805;25;25;68;2;-1;-1;0;;4;4
500000000006466198;188;11;59;1;-1;-1;0;;79;1
500000000136486282;28;28;36;2;-1;-1;0;;18;2
500000000001229565;26;19;44;1;5;3;2;55000.0;64;1
500000002952828697;6;6;45;1;-1;-1;0;88000.0;67;1
500000000633267212;17;17;47;1;-1;-1;0;35000.0;64;2
500000000001307799;112;16;32;1;-1;3;0;74000.0;77;6
500000000050511005;5;5;44;1;-1;-1;0;;1;1
500000000054812280;0;0;62;1;-1;-1;0;45000.0;47;4
500000000054239045;35;35;43;1;-1;-1;0;;66;18
500000000052829874;42;42;60;1;-1;-1;0;;31;
500000000050349465;54;18;48;1;-1;-1;0;;31;14
500000003647871739;3;0;24;2;5;1;0;40000.0;31;
500000000003828148;100;11;55;2;-1;-1;0;10000.0;24;5
500000000051158160;49;11;49;2;-1;1;0;30000.0;8;7
500000000053484035;38;26;33;1;-1;3;0;;10;16
500000000051424736;48;48;69;2;-1;-1;0;;28;27
500000000053975550;24;24;45;1;5;3;0;66000.0;62;3
500000001283891034;0;0;51;1;-1;-1;0;60000.0;65;12
500000000516520167;19;19;22;1;-1;-1;0;60000.0;47;4
500000000054059916;33;0;33;1;4;3;3;96000.0;37;1
500000002834495435;2;2;48;2;-1;-1;0;40000.0;26;1
500000000006773910;167;29;35;2;1;3;3;26000.0;79;20
500000002737021780;5;5;23;1;-1;1;0;;22;3
500000000054928259;33;33;50;2;-1;-1;0;;57;3
500000000051458003;213;213;53;2;5;4;2;50000.0;79;8
500000000050134979;22;22;30;2;-1;-1;0;15000.0;47;1
500000001688585571;11;11;23;1;-1;-1;0;;32;9
500000003931577275;0;0;30;2;-1;-1;0;60000.0;1;1
500000000161901986;24;19;40;2;-1;-1;0;;47;1
500000002240867286;8;8;24;1;3;3;1;45000.0;32;25
500000000306768041;2;2;62;2;1;3;0;30000.0;31;3
500000000157834635;1;1;35;1;-1;-1;0;47000.0;47;43
500000000299840566;18;18;37;2;-1;-1;0;;65;49
500000002095023398;8;8;39;2;-1;-1;0;;9;6
500000000119441167;24;0;34;2;3;3;0;125000.0;25;8
500000000453926962;21;2;26;1;-1;-1;0;;11;22
500000000121978196;18;1;49;2;-1;-1;0;;68;5
500000000001689476;100;2;31;1;1;1;0;20000.0;47;9
500000000005942801;188;187;49;1;5;3;1;55000.0;31;10
500000003333030342;2;2;21;2;-1;-1;0;61000.0;31;2
500000001152317055;15;15;38;2;-1;-1;0;;8;13
500000000050908874;24;2;41;2;5;3;0;30000.0;33;4
500000000050304887;56;11;49;2;-1;-1;0;;32;
500000003364301021;1;1;30;2;-1;-1;0;;6;2
500000000124413156;29;29;58;1;-1;-1;0;;24;10
500000000639403114;17;17;52;1;-1;-1;0;;24;2
500000000388710787;22;22;41;2;1;1;0;55000.0;25;2
500000002026379715;0;0;32;1;-1;-1;0;;54;7
500000001887624210;2;2;22;2;-1;1;0;;79;3
500000000054556676;34;18;40;2;-1;-1;0;;31;3
500000002402776125;8;8;39;2;-1;-1;0;60000.0;21;
500000000053398111;38;38;34;2;-1;-1;0;;65;
500000000050658046;13;11;32;1;-1;-1;0;;56;4
500000000050935851;50;50;41;2;-1;-1;0;30000.0;77;2
500000001747615139;9;4;35;1;3;3;0;60000.0;37;1
500000000131699344;29;29;39;1;-1;-1;0;;32;7
500000000051365891;48;22;30;2;-1;1;0;;68;16
500000001673402860;11;11;45;1;-1;-1;0;;79;20
500000002279202752;7;7;48;2;-1;-1;0;50000.0;77;
500000000049520560;60;60;31;1;3;4;1;50000.0;52;10
500000000464654212;13;3;23;1;1;1;0;65000.0;32;1
500000000048742183;68;27;53;1;-1;-1;0;;8;12
500000000562757244;19;19;38;2;-1;-1;0;;17;3
500000000480219439;20;20;39;1;4;3;0;39000.0;73;6
500000000005358948;84;82;40;2;-1;-1;0;25000.0;42;1
500000003503487934;2;2;28;2;-1;-1;0;;59;9
500000001831740827;10;3;27;1;-1;1;0;;76;4
500000000051992966;46;10;36;2;-1;-1;0;;68;7
500000000001124072;94;14;32;2;2;-1;0;25000.0;47;
500000000006463888;210;210;74;1;-1;1;0;;79;9
500000000145601063;26;26;23;1;-1;-1;0;25000.0;62;3
500000000048622538;70;35;29;1;-1;-1;0;;41;17
500000000053987006;88;16;51;1;-1;-1;0;120000.0;31;7
500000000007607567;79;0;27;2;4;1;0;60000.0;62;1
500000000886462728;15;2;33;2;-1;3;0;;59;4
500000000159347626;24;24;31;2;-1;-1;0;47000.0;57;2
500000002849725691;4;4;65;2;-1;-1;0;;35;3
500000001213404252;14;6;45;1;1;3;0;;85;3
500000001433329438;14;0;34;1;-1;4;0;;77;
500000000007340496;88;38;36;2;5;1;0;80000.0;32;13
500000000319921285;23;23;35;2;-1;4;0;;32;7
500000000883047183;17;4;53;2;1;1;0;180000.0;38;7
500000000051380805;48;33;26;1;-1;-1;0;;81;
500000000887787625;2;2;29;1;-1;-1;0;35000.0;64;3
500000000377918901;22;7;49;1;-1;-1;0;30000.0;32;9
500000000411325027;22;13;24;2;1;3;0;;40;2
500000000000941523;187;187;53;1;-1;-1;0;;31;31
500000000128282901;30;30;41;1;-1;-1;0;;11;
500000000122609031;31;1;40;2;5;3;1;;13;
500000000053360694;41;0;41;2;1;1;2;50500.0;55;4
500000000001115321;85;0;42;2;-1;-1;0;10000.0;62;3
500000000409128012;22;0;48;1;-1;-1;0;30000.0;11;6
500000002635223363;0;0;26;2;-1;-1;0;;71;7
500000000049933589;56;13;62;2;-1;-1;0;;31;3
500000000054657242;33;33;39;1;-1;-1;0;;33;3
500000002973653010;1;1;50;1;-1;-1;0;27000.0;66;
500000000883016093;17;17;41;1;-1;-1;0;31000.0;68;2
500000000137218662;17;12;23;2;4;1;0;;42;27
500000000479020792;30;20;28;1;-1;1;0;;65;2
500000000127274027;30;21;22;2;-1;-1;0;;62;5
500000000053074464;40;40;30;2;-1;-1;0;;31;2
500000002815591624;5;1;21;2;-1;-1;0;71000.0;47;16
500000003513391538;1;1;39;2;-1;-1;0;;46;5
500000001980518049;5;4;42;1;4;3;3;90000.0;47;
500000000006347549;118;118;72;2;-1;-1;0;;2;3
500000000051251367;48;4;30;2;-1;-1;0;48000.0;39;8
500000001494747728;12;11;38;2;-1;-1;0;;71;3
500000002019871956;9;5;32;2;-1;-1;0;35000.0;41;2
500000000004534365;88;33;34;1;3;3;1;37000.0;77;5
500000000621311422;18;18;28;1;-1;-1;0;100000.0;24;17
500000000001328304;101;18;52;2;-1;-1;0;20000.0;41;2
500000002051943155;9;9;28;2;5;3;1;50000.0;79;7
500000000003650368;119;3;60;1;5;4;0;60000.0;6;2
500000002428547044;7;6;44;2;-1;4;0;;8;
500000000053417416;22;7;37;2;1;1;0;106000.0;76;7
500000000054331470;34;2;39;2;5;3;1;116000.0;32;2
500000000005702741;102;93;36;1;4;3;0;305100.0;79;8
500000003034484182;6;0;30;1;-1;-1;0;232000.0;32;
500000000388728616;22;0;21;1;-1;-1;0;;31;9
500000000053559449;3;3;50;2;-1;1;0;30000.0;24;1
500000000606976248;9;0;28;2;-1;-1;0;30000.0;60;2
500000000050851445;50;50;33;1;-1;-1;0;;76;21
500000001254625248;14;3;26;2;-1;-1;0;;31;4
500000000006963176;158;1;51;1;-1;-1;0;;68;8
500000000049688723;58;2;36;2;-1;-1;0;20000.0;39;1
500000002590778768;7;0;26;1;3;1;0;42000.0;22;2
500000001731691638;11;4;24;2;5;1;0;;64;2
500000000052401011;29;24;33;2;5;3;1;35000.0;81;3
500000000006921381;117;10;54;1;-1;3;0;;79;3
500000000143778092;14;5;53;1;1;3;0;36000.0;63;2
500000000050346717;54;43;32;2;5;3;2;18000.0;27;4
500000001008044192;17;17;40;2;-1;-1;0;;75;4
500000000000294867;95;95;30;2;6;-1;0;54000.0;0;4
500000003931555435;0;0;45;2;-1;-1;0;;1;3
500000000497608927;0;0;23;2;-1;-1;0;70000.0;21;5
500000000049357344;18;18;46;2;5;3;1;76000.0;37;2
500000000632017738;20;0;42;1;5;3;2;;31;1
500000002415169613;6;2;46;1;-1;-1;0;;71;12
500000003293380649;2;2;19;2;-1;-1;0;;59;2
500000000514056908;17;17;28;1;-1;-1;0;;24;7
500000000049856866;7;7;33;1;-1;-1;0;128000.0;10;3
500000002907655783;5;5;38;1;-1;-1;0;140000.0;47;
500000000127675759;10;1;34;1;4;3;2;85000.0;73;2
500000000137520452;28;28;28;2;-1;-1;0;;31;1
500000000432168611;0;0;22;1;-1;-1;0;30000.0;47;2
500000000017826698;59;45;55;2;-1;-1;0;110000.0;24;7
500000000004912439;5;5;38;1;1;3;1;30000.0;64;4
500000003519168090;1;1;30;2;5;1;0;30000.0;47;
500000003345362698;1;0;45;2;-1;-1;0;;35;8
500000000053043624;41;0;40;1;-1;-1;0;136000.0;39;7
500000000002054659;81;31;39;1;-1;3;0;75000.0;28;3
500000004431934700;32;22;46;2;1;2;0;37000.0;36;1
500000000005200880;0;0;35;2;3;1;0;20000.0;41;2
500000000049491314;11;11;41;2;-1;-1;0;;39;4
500000000017813284;54;20;36;2;5;1;0;28000.0;65;1
500000001035343283;10;8;30;2;-1;-1;0;;22;19
500000002010724870;4;4;24;2;4;3;0;;79;5
500000000373608477;22;22;45;1;-1;3;0;;31;1
500000000480226014;20;20;39;2;-1;-1;0;;77;4
500000000000327348;12;2;30;1;1;1;0;18000.0;66;2
500000000431076904;8;8;37;1;1;1;0;40000.0;24;
500000003364216517;2;2;18;1;-1;-1;0;;40;11
500000002339090497;7;7;21;2;-1;1;0;;79;4
500000002654206620;8;8;52;1;-1;-1;0;;65;
500000000054953167;32;0;28;2;-1;-1;0;25000.0;47;4
500000000389385050;22;22;50;1;-1;-1;0;45000.0;76;4
500000000117295474;32;9;23;2;-1;-1;0;;83;2
500000000017860888;71;59;31;2;-1;-1;0;14000.0;70;2
500000000049130855;64;0;52;1;1;3;0;120000.0;68;4
500000001759382634;11;7;41;2;1;1;0;;71;2
500000001990413152;0;0;56;2;5;3;0;144000.0;65;
500000000584059450;7;0;24;2;-1;-1;0;;32;2
500000000052007900;45;4;46;2;1;3;0;30000.0;17;14
500000003785320907;1;1;62;2;-1;5;0;;26;2
500000000054732723;0;0;44;1;-1;-1;0;136000.0;15;2
500000000390133483;20;20;38;2;-1;3;3;;15;
500000000000507579;99;31;29;1;1;1;0;44000.0;31;5
500000001280582852;13;13;33;2;-1;-1;0;30000.0;9;2
500000003185918333;3;3;25;1;-1;-1;0;;64;
500000003201785590;3;3;44;1;-1;-1;0;388000.0;68;3
500000000004850789;160;160;61;2;-1;-1;0;;79;2
500000000118619849;24;24;31;2;-1;-1;0;40000.0;30;1
500000002648215169;5;5;25;1;-1;-1;0;90000.0;77;2
500000000049024426;5;5;62;1;5;3;0;90000.0;35;1
500000000053538464;38;13;29;2;5;1;1;20000.0;47;6
500000000054380419;0;0;36;2;-1;-1;0;;80;7
500000000298500061;19;12;22;2;-1;1;0;40000.0;63;25
500000000298724808;23;23;23;2;5;1;0;73000.0;65;23
500000000144182422;28;15;51;1;1;3;0;;47;2
500000000004408095;117;6;30;2;1;1;0;189997.0;43;22
500000000049603818;59;1;23;2;4;1;0;115000.0;24;6
500000000138310140;28;21;37;2;-1;-1;0;60000.0;47;1
500000000161250324;24;19;44;2;3;3;0;37000.0;68;1
500000001010993791;0;0;26;1;-1;-1;0;;31;14
500000000052823788;43;22;31;2;-1;-1;0;;24;3
500000003936486005;0;0;35;1;-1;-1;0;;13;1
500000001779822032;11;10;64;1;5;3;0;25000.0;81;3
500000002344877035;7;1;46;2;5;4;1;25000.0;38;
500000000005229459;107;25;38;1;5;1;0;50000.0;65;2
500000000048554461;70;70;32;1;5;1;0;60000.0;32;36
500000000624792890;18;5;52;1;-1;3;0;;31;13
500000004443951984;0;0;52;2;-1;-1;0;;24;2
500000000005709174;150;25;34;2;5;3;2;75000.0;31;2
500000000127110399;1;1;37;1;-1;-1;0;;6;2
500000001327835400;13;3;22;1;-1;-1;0;;1;3
500000001122792747;15;7;37;2;-1;1;0;;6;2
500000000006034335;163;8;61;1;5;3;0;213000.0;79;14
500000000053012506;41;33;23;1;-1;-1;0;45000.0;31;7
500000000155907445;25;25;46;2;-1;-1;0;;43;2
500000000052914514;41;41;49;1;-1;-1;0;;79;4
500000000125625473;2;2;33;1;-1;1;0;;18;3
500000000051586183;47;15;39;1;-1;-1;0;80000.0;68;25
500000000002379666;28;22;40;2;-1;-1;0;;13;13
500000000000622249;90;22;35;1;4;3;0;220000.0;53;5
500000000005307594;24;24;28;2;1;1;0;20000.0;0;5
500000000049029438;54;39;55;1;-1;-1;0;;11;4
500000000160392713;24;1;34;2;-1;-1;0;60000.0;9;4
500000000118510802;80;21;44;2;-1;-1;0;25000.0;62;4
500000000049789884;58;4;60;1;-1;-1;0;50000.0;31;1
500000003653904495;0;0;37;2;-1;-1;0;80000.0;25;2
500000003242879908;3;0;65;2;-1;-1;0;90000.0;68;9
500000000051354272;15;7;46;1;-1;-1;0;;32;4
500000000051165164;49;21;41;1;-1;-1;0;;1;13
500000000502990040;20;20;39;1;-1;-1;0;55000.0;67;2
500000000121786785;28;28;26;2;-1;4;0;;32;3
500000000375892974;23;2;34;1;-1;-1;0;20000.0;15;2
500000000145475305;5;5;41;1;-1;-1;0;;32;9
500000000006380515;148;36;37;1;6;3;1;150000.0;31;14
500000000004908761;23;20;29;2;4;1;1;50000.0;35;4
500000000004305043;117;8;44;2;-1;1;0;;74;1
500000002895381008;4;2;21;2;-1;-1;0;78000.0;31;4
500000000002696021;84;19;34;1;-1;-1;0;25000.0;4;1
500000001550811995;24;0;25;1;-1;-1;0;;24;2
500000000054073619;35;5;62;2;-1;-1;0;;73;5
500000000120363462;24;24;35;1;3;3;1;85000.0;62;3
500000000134132866;28;16;22;1;-1;-1;0;;77;15
500000000371080043;22;22;22;2;4;2;0;;47;6
500000000054340941;34;33;26;2;-1;-1;0;;66;5
500000000140991738;27;27;34;1;-1;1;0;;2;6
500000000052717641;42;20;27;1;1;1;0;58000.0;64;4
500000000122930746;11;11;44;1;-1;-1;0;;62;23
500000000400467775;21;3;58;2;-1;-1;0;;65;1
500000002939919230;4;4;39;2;5;3;0;35000.0;37;10
500000000053023764;43;0;33;1;5;4;0;;76;5
500000000001463047;30;4;30;2;-1;-1;0;70000.0;81;3
500000000134375450;28;28;22;1;-1;-1;0;;52;6
500000000004317606;100;6;31;1;1;-1;0;23000.0;31;3
500000000050337876;54;7;30;1;-1;3;0;;52;2
500000000594360886;19;19;48;2;-1;-1;0;;6;18
500000003248983767;3;3;28;2;-1;3;0;;32;20
500000003186194287;3;3;40;1;-1;-1;0;240000.0;40;3
500000000007208047;188;52;38;2;1;1;1;;79;11
500000000632016192;18;2;38;1;4;2;0;35000.0;41;31
500000000049285936;4;3;28;1;-1;-1;0;;4;5
500000002815596192;6;6;35;1;-1;-1;0;130000.0;21;1
500000000146719389;26;26;45;1;-1;-1;0;;79;4
500000001907276836;12;12;31;1;1;1;0;50000.0;75;
500000000054342822;17;0;32;1;3;1;0;30000.0;68;9
500000000236870220;24;24;45;1;-1;3;0;;24;4
500000000319318618;23;23;56;1;-1;-1;0;;9;3
500000000387314868;22;5;54;2;5;1;0;40000.0;24;2
500000000564154943;19;19;59;1;-1;-1;0;30000.0;65;1
500000002804335977;4;4;27;1;-1;-1;0;;3;11
500000000006482180;177;177;59;2;1;3;0;30000.0;79;3
500000000470959445;18;6;38;2;-1;1;1;40000.0;11;4
500000000006442467;158;6;72;1;-1;3;0;;2;16
500000003724326538;0;0;48;2;-1;-1;0;45000.0;39;4
500000004431943474;13;0;38;1;-1;3;0;30000.0;32;
500000000003476416;89;0;38;1;-1;-1;0;45000.0;42;6
500000003303478647;0;0;47;1;-1;-1;0;;75;3
500000000004590323;87;2;36;1;-1;-1;0;0.0;65;6
500000000007030967;178;169;61;1;-1;-1;0;;31;2
500000001190680907;16;0;20;2;1;1;0;;18;4
500000000048817434;21;21;60;2;5;3;0;62000.0;68;17
500000000049251301;63;63;37;1;-1;-1;0;;22;21
500000000049659077;59;1;27;1;-1;-1;0;;64;17
500000000161436489;24;24;60;1;-1;-1;0;;78;7
500000000053478830;40;0;51;2;5;1;0;16100.0;35;1
500000000378436202;11;10;24;1;-1;-1;0;;24;4
500000000002902611;113;35;51;1;-1;4;0;30000.0;79;2
500000000052387992;44;38;50;2;-1;-1;0;;24;10
500000000136853963;23;23;48;2;6;4;0;80000.0;45;5
500000000050075203;55;17;59;1;-1;-1;0;;42;8
500000000002898211;121;16;35;2;5;3;0;208000.0;65;12
